ts,price_per_mwh,load_mw,renewable_mw
2023-01-07 01:00:00,31.19,6709.7,2491.4
2023-01-07 02:00:00,36.45,7041.9,2529.3
2023-01-07 03:00:00,39.43,7735.9,1954.1
2023-01-07 04:00:00,59.76,8719.1,1400.3
2023-01-07 05:00:00,209.38,9120.6,930.4
2023-01-07 06:00:00,66.42,9501.3,1181.8
2023-01-07 07:00:00,62.18,9494.9,1338.5
2023-01-07 08:00:00,62.49,9348.2,1863.7
2023-01-07 09:00:00,69.38,9597.7,1190.6
2023-01-07 10:00:00,75.42,9572.3,614.3
2023-01-07 11:00:00,85.35,9990.5,855.2
2023-01-07 12:00:00,79.9,9549.8,528.9
2023-01-07 13:00:00,89.14,9978.0,223.4
2023-01-07 14:00:00,83.61,9858.8,660.8
2023-01-07 15:00:00,94.39,10044.2,431.8
2023-01-07 16:00:00,102.83,10527.0,249.1
2023-01-07 17:00:00,112.63,10934.0,147.0
2023-01-07 18:00:00,139.32,11966.9,82.7
2023-01-07 19:00:00,94.7,10613.4,404.4
2023-01-07 20:00:00,110.71,10303.6,51.8
2023-01-07 21:00:00,72.81,8710.7,51.8
2023-01-07 22:00:00,62.24,8119.2,419.7
2023-01-07 23:00:00,48.3,7216.5,1336.9
2023-01-08 00:00:00,37.76,6693.0,793.3
2023-01-08 01:00:00,36.52,6787.9,957.7
2023-01-08 02:00:00,48.26,7034.6,903.3
2023-01-08 03:00:00,46.79,7874.8,887.7
2023-01-08 04:00:00,55.91,8335.9,585.7
2023-01-08 05:00:00,56.1,8746.5,929.4
2023-01-08 06:00:00,51.17,9183.2,1246.6
2023-01-08 07:00:00,56.94,9852.7,2338.9
2023-01-08 08:00:00,69.49,10311.8,1833.4
2023-01-08 09:00:00,76.78,9789.2,1147.1
2023-01-08 10:00:00,59.35,9556.2,2069.9
2023-01-08 11:00:00,59.62,9571.2,2081.0
2023-01-08 12:00:00,69.5,9888.0,1909.5
2023-01-08 13:00:00,68.71,9758.7,1992.4
2023-01-08 14:00:00,69.96,9888.0,1402.4
2023-01-08 15:00:00,77.13,10763.0,1544.3
2023-01-08 16:00:00,97.65,10983.3,1488.4
2023-01-08 17:00:00,100.03,11695.3,1913.1
2023-01-08 18:00:00,80.66,11313.6,2253.9
2023-01-08 19:00:00,65.63,10484.7,2649.1
2023-01-08 20:00:00,56.19,9640.9,2727.5
2023-01-08 21:00:00,44.04,9399.2,3391.1
2023-01-08 22:00:00,33.13,8309.1,3618.2
2023-01-08 23:00:00,26.72,7097.7,3381.6
2023-01-09 00:00:00,26.27,7555.5,3034.9
2023-01-09 01:00:00,44.67,8063.5,2739.3
2023-01-09 02:00:00,27.3,7885.1,2981.5
2023-01-09 03:00:00,35.07,8595.5,2423.0
2023-01-09 04:00:00,54.66,9791.3,2489.9
2023-01-09 05:00:00,59.08,10198.8,2145.8
2023-01-09 06:00:00,78.4,10852.4,1632.5
2023-01-09 07:00:00,88.9,11086.6,1222.0
2023-01-09 08:00:00,91.81,11303.9,1262.2
2023-01-09 09:00:00,91.71,11541.1,1624.1
2023-01-09 10:00:00,88.92,10930.3,1396.5
2023-01-09 11:00:00,109.87,10994.9,570.2
2023-01-09 12:00:00,66.3,10150.1,1936.2
2023-01-09 13:00:00,77.99,11003.4,2407.8
2023-01-09 14:00:00,69.98,11091.5,2766.7
2023-01-09 15:00:00,66.31,11407.6,3435.5
2023-01-09 16:00:00,72.03,12000.7,3418.8
2023-01-09 17:00:00,84.81,12580.4,3308.9
2023-01-09 18:00:00,81.75,13140.4,3833.1
2023-01-09 19:00:00,58.95,11879.4,4374.4
2023-01-09 20:00:00,52.15,11437.7,4603.0
2023-01-09 21:00:00,4.69,10031.4,4939.2
2023-01-09 22:00:00,30.68,8891.8,4389.9
2023-01-09 23:00:00,28.33,8355.1,4256.1
2023-01-10 00:00:00,21.72,7768.3,4939.5
2023-01-10 01:00:00,14.73,8036.3,5238.2
2023-01-10 02:00:00,24.59,8119.8,4591.6
2023-01-10 03:00:00,31.57,8649.9,4341.2
2023-01-10 04:00:00,31.77,9543.3,4954.7
2023-01-10 05:00:00,38.93,10398.2,5108.3
2023-01-10 06:00:00,43.46,10913.7,5146.1
2023-01-10 07:00:00,40.98,10781.0,5224.2
2023-01-10 08:00:00,43.91,11223.2,5200.1
2023-01-10 09:00:00,50.09,11151.6,4986.9
2023-01-10 10:00:00,51.65,11726.3,4604.5
2023-01-10 11:00:00,41.11,11396.1,4970.6
2023-01-10 12:00:00,42.26,10540.5,5071.0
2023-01-10 13:00:00,44.15,10926.7,5348.7
2023-01-10 14:00:00,48.78,10881.9,5523.0
2023-01-10 15:00:00,50.26,11633.0,6021.1
2023-01-10 16:00:00,48.36,12444.6,6121.9
2023-01-10 17:00:00,59.19,13170.1,6378.1
2023-01-10 18:00:00,63.27,12511.8,6372.3
2023-01-10 19:00:00,51.94,12131.3,5922.3
2023-01-10 20:00:00,34.54,10693.2,5778.8
2023-01-10 21:00:00,31.44,10131.7,5975.9
2023-01-10 22:00:00,27.8,8695.6,6206.5
2023-01-10 23:00:00,-0.88,7983.9,6754.7
2023-01-11 00:00:00,-28.89,7445.0,6502.7
2023-01-11 01:00:00,-49.25,7705.8,6537.9
2023-01-11 02:00:00,17.83,7728.7,6425.1
2023-01-11 03:00:00,12.74,8446.9,7042.1
2023-01-11 04:00:00,27.22,10223.2,7131.7
2023-01-11 05:00:00,27.13,9926.0,7227.9
2023-01-11 06:00:00,-66.61,10500.7,7143.6
2023-01-11 07:00:00,42.59,11759.5,6985.4
2023-01-11 08:00:00,-30.59,12170.3,6323.5
2023-01-11 09:00:00,45.67,10688.2,5749.6
2023-01-11 10:00:00,34.69,10784.2,5781.4
2023-01-11 11:00:00,37.91,10901.0,5759.6
2023-01-11 12:00:00,47.95,11380.3,5833.5
2023-01-11 13:00:00,47.96,10697.2,6192.2
2023-01-11 14:00:00,46.03,11299.7,6115.0
2023-01-11 15:00:00,49.88,12121.1,5913.2
2023-01-11 16:00:00,61.04,12490.7,5770.9
2023-01-11 17:00:00,56.13,12569.0,5819.3
2023-01-11 18:00:00,64.04,12742.3,5609.7
2023-01-11 19:00:00,52.32,11865.7,6006.4
2023-01-11 20:00:00,42.04,11349.7,5950.6
2023-01-11 21:00:00,41.76,10101.6,6004.7
2023-01-11 22:00:00,18.87,9045.9,5614.5
2023-01-11 23:00:00,11.31,7978.9,6011.4
2023-01-12 00:00:00,13.18,7755.3,6558.7
2023-01-12 01:00:00,29.99,7963.4,5933.1
2023-01-12 02:00:00,6.94,8198.1,6049.5
2023-01-12 03:00:00,21.03,8930.1,5952.9
2023-01-12 04:00:00,-40.42,9626.0,6020.5
2023-01-12 05:00:00,-110.31,10326.1,6156.9
2023-01-12 06:00:00,38.09,10624.3,5175.3
2023-01-12 07:00:00,44.67,11252.6,5455.9
2023-01-12 08:00:00,48.44,11163.4,5880.8
2023-01-12 09:00:00,48.45,11774.7,6346.4
2023-01-12 10:00:00,45.01,11420.8,5903.2
2023-01-12 11:00:00,47.71,10916.7,5844.5
2023-01-12 12:00:00,45.36,10572.9,5573.6
2023-01-12 13:00:00,47.87,10657.0,4732.7
2023-01-12 14:00:00,62.98,11791.7,4439.9
2023-01-12 15:00:00,71.32,11939.7,3968.7
2023-01-12 16:00:00,89.65,12509.1,4083.3
2023-01-12 17:00:00,83.52,12048.6,3382.4
2023-01-12 18:00:00,106.1,13151.3,2942.4
2023-01-12 19:00:00,90.21,12546.5,2721.5
2023-01-12 20:00:00,69.1,11051.9,3039.4
2023-01-12 21:00:00,52.16,10040.2,4186.3
2023-01-12 22:00:00,39.39,9055.5,4288.3
2023-01-12 23:00:00,36.16,8127.9,3834.3
2023-01-13 00:00:00,31.52,7580.7,3534.1
2023-01-13 01:00:00,31.88,7705.3,3793.3
2023-01-13 02:00:00,28.35,8099.1,3216.3
2023-01-13 03:00:00,43.74,8878.1,3662.5
2023-01-13 04:00:00,48.35,10035.8,3760.1
2023-01-13 05:00:00,48.31,9531.8,3690.7
2023-01-13 06:00:00,60.8,10783.2,2974.5
2023-01-13 07:00:00,63.79,11206.8,3373.4
2023-01-13 08:00:00,70.07,11296.5,3111.2
2023-01-13 09:00:00,62.45,10956.4,3246.6
2023-01-13 10:00:00,55.61,10332.2,3228.4
2023-01-13 11:00:00,68.88,10899.0,2523.8
2023-01-13 12:00:00,81.93,11382.3,2395.2
2023-01-13 13:00:00,75.42,10518.6,1838.3
2023-01-13 14:00:00,98.15,11681.0,1576.3
2023-01-13 15:00:00,105.31,11730.7,1739.8
2023-01-13 16:00:00,110.54,12309.9,2064.2
2023-01-13 17:00:00,104.04,12313.5,2012.7
2023-01-13 18:00:00,125.74,12668.1,1641.3
2023-01-13 19:00:00,129.29,12861.6,1386.7
2023-01-13 20:00:00,105.78,11633.7,1128.8
2023-01-13 21:00:00,105.36,10714.5,263.2
2023-01-13 22:00:00,73.2,9302.7,328.6
2023-01-13 23:00:00,62.66,8222.7,51.9
2023-01-14 00:00:00,57.81,7082.5,51.9
2023-01-14 01:00:00,51.35,6891.7,51.9
2023-01-14 02:00:00,55.36,7360.2,51.9
2023-01-14 03:00:00,56.0,7708.4,51.9
2023-01-14 04:00:00,64.82,8475.5,51.9
2023-01-14 05:00:00,73.41,8898.1,51.9
2023-01-14 06:00:00,92.1,9841.4,51.9
2023-01-14 07:00:00,85.03,9463.7,94.4
2023-01-14 08:00:00,97.93,10085.2,155.7
2023-01-14 09:00:00,75.1,9695.2,185.7
2023-01-14 10:00:00,85.25,9936.0,229.0
2023-01-14 11:00:00,83.72,9712.1,330.3
2023-01-14 12:00:00,96.71,10043.7,318.8
2023-01-14 13:00:00,96.66,9916.1,196.6
2023-01-14 14:00:00,93.13,9547.6,161.5
2023-01-14 15:00:00,102.76,10405.4,127.4
2023-01-14 16:00:00,108.09,10471.7,63.4
2023-01-14 17:00:00,128.63,11016.0,59.1
2023-01-14 18:00:00,137.26,11772.1,51.9
2023-01-14 19:00:00,110.44,11102.3,51.9
2023-01-14 20:00:00,97.42,9851.3,51.9
2023-01-14 21:00:00,81.51,8690.9,51.9
2023-01-14 22:00:00,70.1,7915.2,51.9
2023-01-14 23:00:00,47.89,6881.6,216.3
2023-01-15 00:00:00,42.75,6595.0,560.4
2023-01-15 01:00:00,47.78,6865.9,906.3
2023-01-15 02:00:00,45.57,7430.9,1229.8
2023-01-15 03:00:00,53.74,7919.8,963.5
2023-01-15 04:00:00,51.52,7877.3,465.5
2023-01-15 05:00:00,78.37,9171.4,80.6
2023-01-15 06:00:00,75.27,9578.4,404.1
2023-01-15 07:00:00,74.13,9932.5,1039.5
2023-01-15 08:00:00,72.21,10331.9,1384.7
2023-01-15 09:00:00,60.4,9147.5,1378.3
2023-01-15 10:00:00,54.42,9428.7,2142.9
2023-01-15 11:00:00,58.83,9666.7,2013.4
2023-01-15 12:00:00,60.01,9071.8,1657.2
2023-01-15 13:00:00,77.01,10133.2,1693.4
2023-01-15 14:00:00,70.48,10131.1,2197.9
2023-01-15 15:00:00,84.05,10691.3,1884.8
2023-01-15 16:00:00,91.16,10667.6,1073.5
2023-01-15 17:00:00,101.99,11463.4,1080.2
2023-01-15 18:00:00,105.89,11622.7,1401.5
2023-01-15 19:00:00,115.01,10970.3,188.1
2023-01-15 20:00:00,89.02,10133.3,630.1
2023-01-15 21:00:00,73.71,9036.3,91.9
2023-01-15 22:00:00,54.9,7702.8,430.5
2023-01-15 23:00:00,56.3,7110.8,51.9
2023-01-16 00:00:00,50.26,7613.2,51.9
2023-01-16 01:00:00,49.24,7818.6,51.9
2023-01-16 02:00:00,65.14,8406.0,51.9
2023-01-16 03:00:00,63.31,8557.5,51.9
2023-01-16 04:00:00,71.08,9576.0,999.3
2023-01-16 05:00:00,93.11,10786.5,598.5
2023-01-16 06:00:00,95.54,10618.6,198.5
2023-01-16 07:00:00,107.62,10873.3,160.3
2023-01-16 08:00:00,116.22,11265.6,181.0
2023-01-16 09:00:00,115.6,11361.3,367.3
2023-01-16 10:00:00,104.12,10911.4,311.2
2023-01-16 11:00:00,117.77,11223.7,486.6
2023-01-16 12:00:00,103.1,11100.3,765.0
2023-01-16 13:00:00,103.23,11305.0,1451.6
2023-01-16 14:00:00,101.36,11575.8,1148.3
2023-01-16 15:00:00,134.68,12675.4,1164.5
2023-01-16 16:00:00,118.83,12257.4,1397.3
2023-01-16 17:00:00,109.37,11951.6,1419.7
2023-01-16 18:00:00,140.18,13413.1,1329.2
2023-01-16 19:00:00,136.42,12209.5,491.0
2023-01-16 20:00:00,109.9,11471.5,557.2
2023-01-16 21:00:00,89.47,10585.9,835.1
2023-01-16 22:00:00,63.15,8553.8,837.5
2023-01-16 23:00:00,54.29,7811.5,539.0
2023-01-17 00:00:00,52.49,7280.4,51.9
2023-01-17 01:00:00,60.22,7545.2,101.4
2023-01-17 02:00:00,62.27,8268.4,152.6
2023-01-17 03:00:00,69.77,8976.7,766.5
2023-01-17 04:00:00,80.12,9691.2,192.0
2023-01-17 05:00:00,92.21,9889.3,51.9
2023-01-17 06:00:00,92.06,10107.7,51.9
2023-01-17 07:00:00,115.86,11165.9,107.1
2023-01-17 08:00:00,96.97,11038.6,686.7
2023-01-17 09:00:00,90.61,11232.7,1596.8
2023-01-17 10:00:00,86.55,11136.7,1846.9
2023-01-17 11:00:00,77.43,10837.5,2159.4
2023-01-17 12:00:00,69.1,11068.3,2391.1
2023-01-17 13:00:00,81.14,11101.8,2608.3
2023-01-17 14:00:00,83.29,11567.0,2629.1
2023-01-17 15:00:00,81.22,11597.0,2857.8
2023-01-17 16:00:00,84.38,12266.1,3642.6
2023-01-17 17:00:00,85.05,12790.2,3657.7
2023-01-17 18:00:00,94.12,13111.5,3631.6
2023-01-17 19:00:00,81.3,12232.6,3698.3
2023-01-17 20:00:00,66.31,11612.6,3619.9
2023-01-17 21:00:00,50.91,10104.0,3706.8
2023-01-17 22:00:00,36.93,8953.6,3614.2
2023-01-17 23:00:00,19.71,8317.8,4074.0
2023-01-18 00:00:00,16.71,7189.9,4485.0
2023-01-18 01:00:00,8.28,7428.0,5356.1
2023-01-18 02:00:00,10.83,7797.2,5304.9
2023-01-18 03:00:00,16.98,8218.2,5384.1
2023-01-18 04:00:00,39.26,9415.1,5444.8
2023-01-18 05:00:00,31.56,10558.2,5485.0
2023-01-18 06:00:00,39.05,10766.5,5910.9
2023-01-18 07:00:00,36.85,11212.9,5239.6
2023-01-18 08:00:00,49.32,11561.9,5417.9
2023-01-18 09:00:00,46.22,11520.3,6224.9
2023-01-18 10:00:00,30.67,10883.4,6902.0
2023-01-18 11:00:00,32.78,11230.0,7385.9
2023-01-18 12:00:00,27.48,10850.5,7772.3
2023-01-18 13:00:00,35.48,10748.0,7434.5
2023-01-18 14:00:00,24.07,11181.9,7003.1
2023-01-18 15:00:00,46.71,11320.2,6554.3
2023-01-18 16:00:00,52.0,12002.9,5932.8
2023-01-18 17:00:00,48.95,12577.5,6188.5
2023-01-18 18:00:00,50.54,13103.8,6686.0
2023-01-18 19:00:00,0.64,13016.7,6805.1
2023-01-18 20:00:00,32.17,10958.7,7076.1
2023-01-18 21:00:00,25.91,10304.3,7130.8
2023-01-18 22:00:00,11.62,8704.0,7299.0
2023-01-18 23:00:00,14.65,8230.7,6349.2
2023-01-19 00:00:00,2.51,7616.0,6422.6
2023-01-19 01:00:00,10.78,7303.2,6188.5
2023-01-19 02:00:00,16.77,8386.2,6117.9
2023-01-19 03:00:00,16.37,8675.4,6158.8
2023-01-19 04:00:00,24.06,9455.5,5808.2
2023-01-19 05:00:00,31.94,9993.4,5313.4
2023-01-19 06:00:00,-120.0,10644.8,4962.9
2023-01-19 07:00:00,52.92,11288.4,4389.4
2023-01-19 08:00:00,54.47,11131.1,3979.6
2023-01-19 09:00:00,60.9,11186.8,3638.0
2023-01-19 10:00:00,65.15,11023.1,3115.3
2023-01-19 11:00:00,63.06,11217.9,3388.9
2023-01-19 12:00:00,59.45,10708.0,3011.5
2023-01-19 13:00:00,75.4,10535.1,2235.3
2023-01-19 14:00:00,94.15,11747.9,2023.3
2023-01-19 15:00:00,105.48,11727.1,1490.0
2023-01-19 16:00:00,110.15,12742.2,2015.9
2023-01-19 17:00:00,116.36,12858.6,1965.4
2023-01-19 18:00:00,125.83,12743.4,1323.4
2023-01-19 19:00:00,117.91,12505.6,1578.6
2023-01-19 20:00:00,109.17,12100.4,1629.2
2023-01-19 21:00:00,85.22,10817.5,1544.6
2023-01-19 22:00:00,50.22,9002.0,2214.1
2023-01-19 23:00:00,47.09,8153.1,1814.8
2023-01-20 00:00:00,40.61,7891.7,2255.8
2023-01-20 01:00:00,37.63,7530.3,2090.9
2023-01-20 02:00:00,43.21,8239.1,2090.9
2023-01-20 03:00:00,46.53,8827.5,1787.1
2023-01-20 04:00:00,56.62,9698.3,1514.4
2023-01-20 05:00:00,70.07,10065.0,1349.6
2023-01-20 06:00:00,82.9,10338.5,579.2
2023-01-20 07:00:00,83.32,10450.5,786.3
2023-01-20 08:00:00,89.57,10817.6,926.2
2023-01-20 09:00:00,108.61,10923.4,403.7
2023-01-20 10:00:00,98.21,10807.0,641.4
2023-01-20 11:00:00,94.85,11415.6,1319.3
2023-01-20 12:00:00,93.41,11176.4,1143.6
2023-01-20 13:00:00,92.55,10703.6,978.8
2023-01-20 14:00:00,100.04,11500.3,1365.3
2023-01-20 15:00:00,98.84,11698.3,1462.0
2023-01-20 16:00:00,115.95,12222.7,1358.7
2023-01-20 17:00:00,116.23,12781.0,1666.7
2023-01-20 18:00:00,121.43,13029.2,1753.8
2023-01-20 19:00:00,101.08,12248.2,2359.4
2023-01-20 20:00:00,83.48,11794.2,2356.0
2023-01-20 21:00:00,57.38,9832.5,2536.6
2023-01-20 22:00:00,46.71,8983.6,2993.3
2023-01-20 23:00:00,56.72,8745.0,1971.2
2023-01-21 00:00:00,36.84,6771.2,2450.8
2023-01-21 01:00:00,36.65,7090.1,2243.3
2023-01-21 02:00:00,29.06,7197.0,2456.0
2023-01-21 03:00:00,30.04,7908.1,3148.8
2023-01-21 04:00:00,36.9,8438.8,3013.5
2023-01-21 05:00:00,53.49,9036.0,2818.1
2023-01-21 06:00:00,49.96,9328.2,2792.1
2023-01-21 07:00:00,59.61,9930.9,2228.3
2023-01-21 08:00:00,49.88,9596.1,3261.9
2023-01-21 09:00:00,56.67,9939.3,3350.4
2023-01-21 10:00:00,46.16,9904.9,4145.7
2023-01-21 11:00:00,47.73,9596.5,4054.5
2023-01-21 12:00:00,47.72,9435.7,3863.4
2023-01-21 13:00:00,46.23,9829.3,4225.4
2023-01-21 14:00:00,53.26,9921.1,3629.2
2023-01-21 15:00:00,62.86,10712.1,3498.4
2023-01-21 16:00:00,55.98,10250.5,3902.4
2023-01-21 17:00:00,68.39,11070.3,3732.4
2023-01-21 18:00:00,59.31,10582.2,3481.3
2023-01-21 19:00:00,56.71,10398.7,3930.9
2023-01-21 20:00:00,45.51,10467.4,4492.3
2023-01-21 21:00:00,34.47,9198.4,5111.3
2023-01-21 22:00:00,18.27,7731.9,4793.4
2023-01-21 23:00:00,19.97,6816.0,4520.0
2023-01-22 00:00:00,20.69,6126.5,4294.1
2023-01-22 01:00:00,19.09,6685.4,4566.7
2023-01-22 02:00:00,24.44,7696.6,4040.6
2023-01-22 03:00:00,34.76,7872.2,3545.7
2023-01-22 04:00:00,29.2,8309.4,3235.1
2023-01-22 05:00:00,47.97,9207.0,2836.2
2023-01-22 06:00:00,55.13,9102.1,3199.5
2023-01-22 07:00:00,48.07,9714.6,3594.0
2023-01-22 08:00:00,48.54,9874.8,3454.9
2023-01-22 09:00:00,47.63,9717.3,3536.3
2023-01-22 10:00:00,60.43,9817.9,2575.6
2023-01-22 11:00:00,59.86,9588.0,2322.4
2023-01-22 12:00:00,56.59,9706.0,2660.0
2023-01-22 13:00:00,59.1,9494.7,2373.3
2023-01-22 14:00:00,63.19,10281.1,1950.0
2023-01-22 15:00:00,78.18,10926.3,2514.5
2023-01-22 16:00:00,80.63,10528.2,2047.1
2023-01-22 17:00:00,75.73,10882.5,2647.7
2023-01-22 18:00:00,66.89,11702.6,3814.3
