ts,price_per_mwh,load_mw,renewable_mw
2023-01-07 01:00:00,31.19,6709.7,2491.4
2023-01-07 02:00:00,36.45,7041.9,2529.3
2023-01-07 03:00:00,39.43,7735.9,1954.1
2023-01-07 04:00:00,59.76,8719.1,1400.3
2023-01-07 05:00:00,209.38,9120.6,930.4
2023-01-07 06:00:00,66.42,9501.3,1181.8
2023-01-07 07:00:00,62.18,9494.9,1338.5
2023-01-07 08:00:00,62.49,9348.2,1863.7
2023-01-07 09:00:00,69.38,9597.7,1190.6
2023-01-07 10:00:00,75.42,9572.3,614.3
2023-01-07 11:00:00,85.35,9990.5,855.2
2023-01-07 12:00:00,79.9,9549.8,528.9
2023-01-07 13:00:00,89.14,9978.0,223.4
2023-01-07 14:00:00,83.61,9858.8,660.8
2023-01-07 15:00:00,94.39,10044.2,431.8
2023-01-07 16:00:00,102.83,10527.0,249.1
2023-01-07 17:00:00,112.63,10934.0,147.0
2023-01-07 18:00:00,139.32,11966.9,82.7
2023-01-07 19:00:00,94.7,10613.4,404.4
2023-01-07 20:00:00,110.71,10303.6,51.8
2023-01-07 21:00:00,72.81,8710.7,51.8
2023-01-07 22:00:00,62.24,8119.2,419.7
2023-01-07 23:00:00,48.3,7216.5,1336.9
2023-01-08 00:00:00,37.76,6693.0,793.3
2023-01-08 01:00:00,36.52,6787.9,957.7
2023-01-08 02:00:00,48.26,7034.6,903.3
2023-01-08 03:00:00,46.79,7874.8,887.7
2023-01-08 04:00:00,55.91,8335.9,585.7
2023-01-08 05:00:00,56.1,8746.5,929.4
2023-01-08 06:00:00,51.17,9183.2,1246.6
2023-01-08 07:00:00,56.94,9852.7,2338.9
2023-01-08 08:00:00,69.49,10311.8,1833.4
2023-01-08 09:00:00,76.78,9789.2,1147.1
2023-01-08 10:00:00,59.35,9556.2,2069.9
2023-01-08 11:00:00,59.62,9571.2,2081.0
2023-01-08 12:00:00,69.5,9888.0,1909.5
2023-01-08 13:00:00,68.71,9758.7,1992.4
2023-01-08 14:00:00,69.96,9888.0,1402.4
2023-01-08 15:00:00,77.13,10763.0,1544.3
2023-01-08 16:00:00,97.65,10983.3,1488.4
2023-01-08 17:00:00,100.03,11695.3,1913.1
2023-01-08 18:00:00,80.66,11313.6,2253.9
2023-01-08 19:00:00,65.63,10484.7,2649.1
2023-01-08 20:00:00,56.19,9640.9,2727.5
2023-01-08 21:00:00,44.04,9399.2,3391.1
2023-01-08 22:00:00,33.13,8309.1,3618.2
2023-01-08 23:00:00,26.72,7097.7,3381.6
2023-01-09 00:00:00,26.27,7555.5,3034.9
2023-01-09 01:00:00,44.67,8063.5,2739.3
2023-01-09 02:00:00,27.3,7885.1,2981.5
2023-01-09 03:00:00,35.07,8595.5,2423.0
2023-01-09 04:00:00,54.66,9791.3,2489.9
2023-01-09 05:00:00,59.08,10198.8,2145.8
2023-01-09 06:00:00,78.4,10852.4,1632.5
2023-01-09 07:00:00,88.9,11086.6,1222.0
